# Experiment 02 Phase 4 — RAW SAMPLED LATENCIES, one row per sample.
# measured quantity = producer_ready -> consumer_received (std::chrono::steady_clock).
# It INCLUDES the producer's retry/backpressure wait, the queue's release/acquire
# synchronization, the payload copy and the consumer's empty-retry loop. It is NOT
# pure queue residence time, and it is NOT a per-call queue cost.
# queue=SpscSeparatedBaselineRingBuffer (separated cursors, baseline remote cursor loads, no remote-cursor cache)
# session=2 message_bytes=16 capacity=4096 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# Every distribution here is PER REPETITION. No repetition is pooled into another.
# latency_ticks is the RAW steady_clock duration count, unrounded. latency_ns is
# ticks * 1, an EXACT integer conversion (the build fails if the period does
# not divide into whole nanoseconds), so latency_ns is never a rounded latency.
# This file is written only after every thread has joined; nothing in the timed
# transfer performs I/O.
session,message_bytes,capacity,repetition,sample_index,latency_ticks,latency_ns
2,16,4096,1,0,84,84
2,16,4096,1,1,209,209
2,16,4096,1,2,84,84
2,16,4096,1,3,83,83
2,16,4096,1,4,83,83
2,16,4096,1,5,208,208
2,16,4096,1,6,83,83
2,16,4096,1,7,84,84
2,16,4096,1,8,42,42
2,16,4096,1,9,83,83
2,16,4096,1,10,84,84
2,16,4096,1,11,84,84
2,16,4096,1,12,83,83
2,16,4096,1,13,83,83
2,16,4096,1,14,41,41
2,16,4096,1,15,292,292
2,16,4096,1,16,375,375
2,16,4096,1,17,458,458
2,16,4096,1,18,83,83
2,16,4096,1,19,125,125
2,16,4096,1,20,84,84
2,16,4096,1,21,125,125
2,16,4096,1,22,83,83
2,16,4096,1,23,125,125
2,16,4096,1,24,84,84
2,16,4096,1,25,83,83
2,16,4096,1,26,125,125
2,16,4096,1,27,84,84
2,16,4096,1,28,208,208
2,16,4096,1,29,583,583
2,16,4096,1,30,167,167
2,16,4096,1,31,83,83
2,16,4096,1,32,125,125
2,16,4096,1,33,167,167
2,16,4096,1,34,84,84
2,16,4096,1,35,208,208
2,16,4096,1,36,167,167
2,16,4096,1,37,375,375
2,16,4096,1,38,84,84
2,16,4096,1,39,84,84
2,16,4096,1,40,208,208
2,16,4096,1,41,83,83
2,16,4096,1,42,83,83
2,16,4096,1,43,83,83
2,16,4096,1,44,417,417
2,16,4096,1,45,792,792
2,16,4096,1,46,83,83
2,16,4096,1,47,83,83
2,16,4096,1,48,42,42
2,16,4096,1,49,458,458
2,16,4096,1,50,125,125
2,16,4096,1,51,125,125
2,16,4096,1,52,333,333
2,16,4096,1,53,583,583
2,16,4096,1,54,42,42
2,16,4096,1,55,125,125
2,16,4096,1,56,125,125
2,16,4096,1,57,84,84
2,16,4096,1,58,83,83
2,16,4096,1,59,125,125
2,16,4096,1,60,459,459
2,16,4096,1,61,750,750
2,16,4096,1,62,84,84
2,16,4096,1,63,125,125
2,16,4096,1,64,84,84
2,16,4096,1,65,42,42
2,16,4096,1,66,125,125
2,16,4096,1,67,84,84
2,16,4096,1,68,83,83
2,16,4096,1,69,250,250
2,16,4096,1,70,83,83
2,16,4096,1,71,84,84
2,16,4096,1,72,292,292
2,16,4096,1,73,500,500
2,16,4096,1,74,83,83
2,16,4096,1,75,83,83
2,16,4096,1,76,166,166
2,16,4096,1,77,250,250
2,16,4096,1,78,84,84
2,16,4096,1,79,125,125
2,16,4096,1,80,83,83
2,16,4096,1,81,167,167
2,16,4096,1,82,125,125
2,16,4096,1,83,125,125
2,16,4096,1,84,250,250
2,16,4096,1,85,125,125
2,16,4096,1,86,125,125
2,16,4096,1,87,125,125
2,16,4096,1,88,83,83
2,16,4096,1,89,83,83
2,16,4096,1,90,125,125
2,16,4096,1,91,83,83
2,16,4096,1,92,83,83
2,16,4096,1,93,83,83
2,16,4096,1,94,84,84
2,16,4096,1,95,84,84
2,16,4096,1,96,84,84
2,16,4096,1,97,83,83
2,16,4096,1,98,125,125
2,16,4096,1,99,83,83
2,16,4096,1,100,125,125
2,16,4096,1,101,83,83
2,16,4096,1,102,84,84
2,16,4096,1,103,125,125
2,16,4096,1,104,84,84
2,16,4096,1,105,84,84
2,16,4096,1,106,84,84
2,16,4096,1,107,83,83
2,16,4096,1,108,83,83
2,16,4096,1,109,84,84
2,16,4096,1,110,83,83
2,16,4096,1,111,84,84
2,16,4096,1,112,167,167
2,16,4096,1,113,125,125
2,16,4096,1,114,84,84
2,16,4096,1,115,125,125
2,16,4096,1,116,83,83
2,16,4096,1,117,291,291
2,16,4096,1,118,125,125
2,16,4096,1,119,83,83
2,16,4096,1,120,83,83
2,16,4096,1,121,83,83
2,16,4096,1,122,84,84
2,16,4096,1,123,125,125
2,16,4096,1,124,83,83
2,16,4096,1,125,583,583
2,16,4096,1,126,125,125
2,16,4096,1,127,83,83
2,16,4096,1,128,84,84
2,16,4096,1,129,125,125
2,16,4096,1,130,83,83
2,16,4096,1,131,83,83
2,16,4096,1,132,167,167
2,16,4096,1,133,584,584
2,16,4096,1,134,83,83
2,16,4096,1,135,83,83
2,16,4096,1,136,167,167
2,16,4096,1,137,84,84
2,16,4096,1,138,125,125
2,16,4096,1,139,83,83
2,16,4096,1,140,83,83
2,16,4096,1,141,625,625
2,16,4096,1,142,167,167
2,16,4096,1,143,125,125
2,16,4096,1,144,84,84
2,16,4096,1,145,83,83
2,16,4096,1,146,83,83
2,16,4096,1,147,125,125
2,16,4096,1,148,83,83
2,16,4096,1,149,334,334
2,16,4096,1,150,84,84
2,16,4096,1,151,83,83
2,16,4096,1,152,375,375
2,16,4096,1,153,83,83
2,16,4096,1,154,125,125
2,16,4096,1,155,83,83
2,16,4096,1,156,83,83
2,16,4096,1,157,125,125
2,16,4096,1,158,83,83
2,16,4096,1,159,125,125
2,16,4096,1,160,83,83
2,16,4096,1,161,375,375
2,16,4096,1,162,84,84
2,16,4096,1,163,83,83
2,16,4096,1,164,125,125
2,16,4096,1,165,500,500
2,16,4096,1,166,125,125
2,16,4096,1,167,125,125
2,16,4096,1,168,292,292
2,16,4096,1,169,708,708
2,16,4096,1,170,84,84
2,16,4096,1,171,125,125
2,16,4096,1,172,83,83
2,16,4096,1,173,125,125
2,16,4096,1,174,83,83
2,16,4096,1,175,84,84
2,16,4096,1,176,84,84
2,16,4096,1,177,791,791
2,16,4096,1,178,125,125
2,16,4096,1,179,83,83
2,16,4096,1,180,84,84
2,16,4096,1,181,84,84
2,16,4096,1,182,83,83
2,16,4096,1,183,83,83
2,16,4096,1,184,83,83
2,16,4096,1,185,166,166
