# Experiment 02 Phase 4 — RAW SAMPLED LATENCIES, one row per sample.
# measured quantity = producer_ready -> consumer_received (std::chrono::steady_clock).
# It INCLUDES the producer's retry/backpressure wait, the queue's release/acquire
# synchronization, the payload copy and the consumer's empty-retry loop. It is NOT
# pure queue residence time, and it is NOT a per-call queue cost.
# queue=SpscSeparatedBaselineRingBuffer (separated cursors, baseline remote cursor loads, no remote-cursor cache)
# session=2 message_bytes=16 capacity=65536 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# Every distribution here is PER REPETITION. No repetition is pooled into another.
# latency_ticks is the RAW steady_clock duration count, unrounded. latency_ns is
# ticks * 1, an EXACT integer conversion (the build fails if the period does
# not divide into whole nanoseconds), so latency_ns is never a rounded latency.
# This file is written only after every thread has joined; nothing in the timed
# transfer performs I/O.
session,message_bytes,capacity,repetition,sample_index,latency_ticks,latency_ns
2,16,65536,1,0,3375,3375
2,16,65536,1,1,3250,3250
2,16,65536,1,2,3333,3333
2,16,65536,1,3,3334,3334
2,16,65536,1,4,3291,3291
2,16,65536,1,5,3292,3292
2,16,65536,1,6,23333,23333
2,16,65536,1,7,23333,23333
2,16,65536,1,8,23292,23292
2,16,65536,1,9,23167,23167
2,16,65536,1,10,23042,23042
2,16,65536,1,11,32125,32125
2,16,65536,1,12,35750,35750
2,16,65536,1,13,35708,35708
2,16,65536,1,14,34500,34500
2,16,65536,1,15,32875,32875
2,16,65536,1,16,32584,32584
2,16,65536,1,17,32583,32583
2,16,65536,1,18,32625,32625
2,16,65536,1,19,32500,32500
2,16,65536,1,20,32333,32333
2,16,65536,1,21,32292,32292
2,16,65536,1,22,32333,32333
2,16,65536,1,23,32250,32250
2,16,65536,1,24,41125,41125
2,16,65536,1,25,47250,47250
2,16,65536,1,26,47209,47209
2,16,65536,1,27,47166,47166
2,16,65536,1,28,47166,47166
2,16,65536,1,29,47084,47084
2,16,65536,1,30,46959,46959
2,16,65536,1,31,47041,47041
2,16,65536,1,32,47000,47000
2,16,65536,1,33,46917,46917
2,16,65536,1,34,47042,47042
2,16,65536,1,35,43291,43291
2,16,65536,1,36,42084,42084
2,16,65536,1,37,35541,35541
2,16,65536,1,38,35250,35250
2,16,65536,1,39,35250,35250
2,16,65536,1,40,35125,35125
2,16,65536,1,41,35209,35209
2,16,65536,1,42,35125,35125
2,16,65536,1,43,35125,35125
2,16,65536,1,44,35208,35208
2,16,65536,1,45,35083,35083
2,16,65536,1,46,35000,35000
2,16,65536,1,47,30291,30291
2,16,65536,1,48,23875,23875
2,16,65536,1,49,23750,23750
2,16,65536,1,50,30083,30083
2,16,65536,1,51,33042,33042
2,16,65536,1,52,39292,39292
2,16,65536,1,53,43667,43667
2,16,65536,1,54,43584,43584
2,16,65536,1,55,43375,43375
