# Experiment 02 Phase 4 — RAW SAMPLED LATENCIES, one row per sample.
# measured quantity = producer_ready -> consumer_received (std::chrono::steady_clock).
# It INCLUDES the producer's retry/backpressure wait, the queue's release/acquire
# synchronization, the payload copy and the consumer's empty-retry loop. It is NOT
# pure queue residence time, and it is NOT a per-call queue cost.
# queue=SpscSeparatedBaselineRingBuffer (separated cursors, baseline remote cursor loads, no remote-cursor cache)
# session=1 message_bytes=64 capacity=1024 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# Every distribution here is PER REPETITION. No repetition is pooled into another.
# latency_ticks is the RAW steady_clock duration count, unrounded. latency_ns is
# ticks * 1, an EXACT integer conversion (the build fails if the period does
# not divide into whole nanoseconds), so latency_ns is never a rounded latency.
# This file is written only after every thread has joined; nothing in the timed
# transfer performs I/O.
session,message_bytes,capacity,repetition,sample_index,latency_ticks,latency_ns
1,64,1024,1,0,84,84
1,64,1024,1,1,125,125
1,64,1024,1,2,125,125
1,64,1024,1,3,83,83
1,64,1024,1,4,83,83
1,64,1024,1,5,125,125
1,64,1024,1,6,83,83
1,64,1024,1,7,84,84
1,64,1024,1,8,84,84
1,64,1024,1,9,83,83
1,64,1024,1,10,125,125
1,64,1024,1,11,84,84
1,64,1024,1,12,84,84
1,64,1024,1,13,125,125
1,64,1024,1,14,83,83
1,64,1024,1,15,83,83
1,64,1024,1,16,125,125
1,64,1024,1,17,83,83
1,64,1024,1,18,83,83
1,64,1024,1,19,83,83
1,64,1024,1,20,84,84
1,64,1024,1,21,125,125
1,64,1024,1,22,83,83
1,64,1024,1,23,83,83
1,64,1024,1,24,125,125
1,64,1024,1,25,83,83
1,64,1024,1,26,125,125
1,64,1024,1,27,125,125
1,64,1024,1,28,84,84
1,64,1024,1,29,125,125
1,64,1024,1,30,125,125
1,64,1024,1,31,83,83
1,64,1024,1,32,125,125
1,64,1024,1,33,83,83
1,64,1024,1,34,125,125
1,64,1024,1,35,125,125
1,64,1024,1,36,166,166
1,64,1024,1,37,125,125
1,64,1024,1,38,125,125
1,64,1024,1,39,125,125
1,64,1024,1,40,84,84
1,64,1024,1,41,292,292
1,64,1024,1,42,125,125
1,64,1024,1,43,125,125
1,64,1024,1,44,83,83
1,64,1024,1,45,84,84
1,64,1024,1,46,125,125
1,64,1024,1,47,84,84
1,64,1024,1,48,83,83
1,64,1024,1,49,209,209
1,64,1024,1,50,125,125
1,64,1024,1,51,83,83
1,64,1024,1,52,167,167
1,64,1024,1,53,125,125
1,64,1024,1,54,125,125
1,64,1024,1,55,125,125
1,64,1024,1,56,83,83
1,64,1024,1,57,84,84
1,64,1024,1,58,125,125
1,64,1024,1,59,125,125
1,64,1024,1,60,83,83
1,64,1024,1,61,11750,11750
1,64,1024,1,62,5708,5708
1,64,1024,1,63,9500,9500
1,64,1024,1,64,13833,13833
1,64,1024,1,65,16750,16750
1,64,1024,1,66,19583,19583
1,64,1024,1,67,19291,19291
1,64,1024,1,68,18916,18916
1,64,1024,1,69,19042,19042
1,64,1024,1,70,20500,20500
1,64,1024,1,71,20250,20250
1,64,1024,1,72,18875,18875
1,64,1024,1,73,19000,19000
1,64,1024,1,74,19458,19458
