# Experiment 02 Phase 4 — RAW SAMPLED LATENCIES, one row per sample.
# measured quantity = producer_ready -> consumer_received (std::chrono::steady_clock).
# It INCLUDES the producer's retry/backpressure wait, the queue's release/acquire
# synchronization, the payload copy and the consumer's empty-retry loop. It is NOT
# pure queue residence time, and it is NOT a per-call queue cost.
# queue=SpscSeparatedBaselineRingBuffer (separated cursors, baseline remote cursor loads, no remote-cursor cache)
# session=2 message_bytes=32 capacity=4096 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# Every distribution here is PER REPETITION. No repetition is pooled into another.
# latency_ticks is the RAW steady_clock duration count, unrounded. latency_ns is
# ticks * 1, an EXACT integer conversion (the build fails if the period does
# not divide into whole nanoseconds), so latency_ns is never a rounded latency.
# This file is written only after every thread has joined; nothing in the timed
# transfer performs I/O.
session,message_bytes,capacity,repetition,sample_index,latency_ticks,latency_ns
2,32,4096,1,0,83,83
2,32,4096,1,1,83,83
2,32,4096,1,2,83,83
2,32,4096,1,3,83,83
2,32,4096,1,4,83,83
2,32,4096,1,5,83,83
2,32,4096,1,6,125,125
2,32,4096,1,7,23917,23917
2,32,4096,1,8,21125,21125
2,32,4096,1,9,18208,18208
2,32,4096,1,10,20542,20542
2,32,4096,1,11,30250,30250
2,32,4096,1,12,21459,21459
2,32,4096,1,13,9208,9208
2,32,4096,1,14,4583,4583
2,32,4096,1,15,3750,3750
2,32,4096,1,16,2625,2625
2,32,4096,1,17,1709,1709
2,32,4096,1,18,125,125
2,32,4096,1,19,167,167
2,32,4096,1,20,83,83
2,32,4096,1,21,84,84
2,32,4096,1,22,42,42
2,32,4096,1,23,208,208
2,32,4096,1,24,41,41
2,32,4096,1,25,84,84
2,32,4096,1,26,250,250
2,32,4096,1,27,208,208
2,32,4096,1,28,209,209
2,32,4096,1,29,22000,22000
2,32,4096,1,30,25542,25542
2,32,4096,1,31,35209,35209
2,32,4096,1,32,49958,49958
2,32,4096,1,33,62333,62333
2,32,4096,1,34,69708,69708
2,32,4096,1,35,76209,76209
2,32,4096,1,36,87333,87333
2,32,4096,1,37,86250,86250
2,32,4096,1,38,56875,56875
2,32,4096,1,39,42209,42209
2,32,4096,1,40,46667,46667
2,32,4096,1,41,44166,44166
2,32,4096,1,42,34375,34375
2,32,4096,1,43,34250,34250
2,32,4096,1,44,34750,34750
2,32,4096,1,45,32833,32833
2,32,4096,1,46,31167,31167
2,32,4096,1,47,30167,30167
2,32,4096,1,48,31375,31375
2,32,4096,1,49,28458,28458
2,32,4096,1,50,25250,25250
2,32,4096,1,51,25792,25792
2,32,4096,1,52,25542,25542
2,32,4096,1,53,23000,23000
2,32,4096,1,54,20917,20917
2,32,4096,1,55,20625,20625
2,32,4096,1,56,19875,19875
2,32,4096,1,57,19750,19750
2,32,4096,1,58,15500,15500
2,32,4096,1,59,16792,16792
2,32,4096,1,60,15625,15625
2,32,4096,1,61,15917,15917
2,32,4096,1,62,14708,14708
2,32,4096,1,63,13834,13834
2,32,4096,1,64,14958,14958
2,32,4096,1,65,14959,14959
2,32,4096,1,66,10084,10084
2,32,4096,1,67,9583,9583
2,32,4096,1,68,10209,10209
2,32,4096,1,69,10625,10625
2,32,4096,1,70,6083,6083
2,32,4096,1,71,6541,6541
2,32,4096,1,72,5375,5375
2,32,4096,1,73,5667,5667
