# Experiment 02 Phase 4 — RAW SAMPLED LATENCIES, one row per sample.
# measured quantity = producer_ready -> consumer_received (std::chrono::steady_clock).
# It INCLUDES the producer's retry/backpressure wait, the queue's release/acquire
# synchronization, the payload copy and the consumer's empty-retry loop. It is NOT
# pure queue residence time, and it is NOT a per-call queue cost.
# queue=SpscSeparatedBaselineRingBuffer (separated cursors, baseline remote cursor loads, no remote-cursor cache)
# session=4 message_bytes=16 capacity=1024 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# Every distribution here is PER REPETITION. No repetition is pooled into another.
# latency_ticks is the RAW steady_clock duration count, unrounded. latency_ns is
# ticks * 1, an EXACT integer conversion (the build fails if the period does
# not divide into whole nanoseconds), so latency_ns is never a rounded latency.
# This file is written only after every thread has joined; nothing in the timed
# transfer performs I/O.
session,message_bytes,capacity,repetition,sample_index,latency_ticks,latency_ns
4,16,1024,1,0,6458,6458
4,16,1024,1,1,125,125
4,16,1024,1,2,83,83
4,16,1024,1,3,125,125
4,16,1024,1,4,83,83
4,16,1024,1,5,84,84
4,16,1024,1,6,83,83
4,16,1024,1,7,84,84
4,16,1024,1,8,84,84
4,16,1024,1,9,125,125
4,16,1024,1,10,125,125
4,16,1024,1,11,83,83
4,16,1024,1,12,83,83
4,16,1024,1,13,83,83
4,16,1024,1,14,125,125
4,16,1024,1,15,125,125
4,16,1024,1,16,83,83
4,16,1024,1,17,83,83
4,16,1024,1,18,125,125
4,16,1024,1,19,84,84
4,16,1024,1,20,83,83
4,16,1024,1,21,84,84
4,16,1024,1,22,125,125
4,16,1024,1,23,125,125
4,16,1024,1,24,84,84
4,16,1024,1,25,125,125
4,16,1024,1,26,125,125
4,16,1024,1,27,83,83
4,16,1024,1,28,83,83
4,16,1024,1,29,84,84
4,16,1024,1,30,83,83
4,16,1024,1,31,12708,12708
4,16,1024,1,32,7709,7709
4,16,1024,1,33,500,500
4,16,1024,1,34,167,167
4,16,1024,1,35,250,250
4,16,1024,1,36,291,291
4,16,1024,1,37,2791,2791
4,16,1024,1,38,292,292
4,16,1024,1,39,292,292
4,16,1024,1,40,291,291
4,16,1024,1,41,167,167
4,16,1024,1,42,291,291
4,16,1024,1,43,125,125
4,16,1024,1,44,1416,1416
4,16,1024,1,45,2292,2292
4,16,1024,1,46,292,292
4,16,1024,1,47,3583,3583
4,16,1024,1,48,292,292
4,16,1024,1,49,291,291
4,16,1024,1,50,125,125
4,16,1024,1,51,3791,3791
4,16,1024,1,52,291,291
4,16,1024,1,53,4375,4375
4,16,1024,1,54,12500,12500
4,16,1024,1,55,17709,17709
4,16,1024,1,56,20333,20333
4,16,1024,1,57,28208,28208
4,16,1024,1,58,27500,27500
4,16,1024,1,59,31958,31958
4,16,1024,1,60,37042,37042
4,16,1024,1,61,35209,35209
4,16,1024,1,62,30625,30625
4,16,1024,1,63,30500,30500
4,16,1024,1,64,28375,28375
4,16,1024,1,65,26542,26542
4,16,1024,1,66,26083,26083
4,16,1024,1,67,24541,24541
4,16,1024,1,68,23209,23209
4,16,1024,1,69,20041,20041
4,16,1024,1,70,18250,18250
4,16,1024,1,71,17291,17291
4,16,1024,1,72,18625,18625
4,16,1024,1,73,18000,18000
4,16,1024,1,74,17958,17958
4,16,1024,1,75,17250,17250
4,16,1024,1,76,13208,13208
4,16,1024,1,77,6500,6500
4,16,1024,1,78,2333,2333
4,16,1024,1,79,292,292
4,16,1024,1,80,333,333
4,16,1024,1,81,166,166
4,16,1024,1,82,292,292
4,16,1024,1,83,3833,3833
4,16,1024,1,84,292,292
4,16,1024,1,85,291,291
4,16,1024,1,86,3542,3542
4,16,1024,1,87,166,166
4,16,1024,1,88,3542,3542
4,16,1024,1,89,125,125
4,16,1024,1,90,3791,3791
4,16,1024,1,91,125,125
4,16,1024,1,92,1208,1208
4,16,1024,1,93,1625,1625
4,16,1024,1,94,208,208
4,16,1024,1,95,3917,3917
4,16,1024,1,96,12083,12083
4,16,1024,1,97,18625,18625
4,16,1024,1,98,16292,16292
4,16,1024,1,99,15459,15459
4,16,1024,1,100,15375,15375
4,16,1024,1,101,13375,13375
4,16,1024,1,102,11292,11292
4,16,1024,1,103,10792,10792
4,16,1024,1,104,14584,14584
4,16,1024,1,105,13125,13125
4,16,1024,1,106,12875,12875
4,16,1024,1,107,11333,11333
4,16,1024,1,108,8292,8292
4,16,1024,1,109,12583,12583
4,16,1024,1,110,166,166
4,16,1024,1,111,2167,2167
4,16,1024,1,112,292,292
4,16,1024,1,113,3250,3250
4,16,1024,1,114,250,250
4,16,1024,1,115,4250,4250
4,16,1024,1,116,250,250
4,16,1024,1,117,291,291
4,16,1024,1,118,2292,2292
4,16,1024,1,119,125,125
4,16,1024,1,120,291,291
4,16,1024,1,121,292,292
