# Experiment 02 Phase 4 — RAW SAMPLED LATENCIES, one row per sample.
# measured quantity = producer_ready -> consumer_received (std::chrono::steady_clock).
# It INCLUDES the producer's retry/backpressure wait, the queue's release/acquire
# synchronization, the payload copy and the consumer's empty-retry loop. It is NOT
# pure queue residence time, and it is NOT a per-call queue cost.
# queue=SpscSeparatedBaselineRingBuffer (separated cursors, baseline remote cursor loads, no remote-cursor cache)
# session=4 message_bytes=64 capacity=4096 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# Every distribution here is PER REPETITION. No repetition is pooled into another.
# latency_ticks is the RAW steady_clock duration count, unrounded. latency_ns is
# ticks * 1, an EXACT integer conversion (the build fails if the period does
# not divide into whole nanoseconds), so latency_ns is never a rounded latency.
# This file is written only after every thread has joined; nothing in the timed
# transfer performs I/O.
session,message_bytes,capacity,repetition,sample_index,latency_ticks,latency_ns
4,64,4096,1,0,116042,116042
4,64,4096,1,1,116042,116042
4,64,4096,1,2,116167,116167
4,64,4096,1,3,116083,116083
4,64,4096,1,4,116250,116250
4,64,4096,1,5,116292,116292
4,64,4096,1,6,116333,116333
4,64,4096,1,7,116125,116125
4,64,4096,1,8,115958,115958
4,64,4096,1,9,115917,115917
4,64,4096,1,10,115875,115875
4,64,4096,1,11,115708,115708
4,64,4096,1,12,115625,115625
4,64,4096,1,13,115709,115709
4,64,4096,1,14,116291,116291
4,64,4096,1,15,116250,116250
4,64,4096,1,16,116375,116375
4,64,4096,1,17,116125,116125
4,64,4096,1,18,116208,116208
4,64,4096,1,19,115875,115875
4,64,4096,1,20,115750,115750
4,64,4096,1,21,115959,115959
4,64,4096,1,22,115916,115916
4,64,4096,1,23,115917,115917
4,64,4096,1,24,116000,116000
4,64,4096,1,25,115917,115917
4,64,4096,1,26,116209,116209
4,64,4096,1,27,116042,116042
4,64,4096,1,28,116000,116000
4,64,4096,1,29,116041,116041
4,64,4096,1,30,116166,116166
4,64,4096,1,31,116250,116250
4,64,4096,1,32,116125,116125
4,64,4096,1,33,116208,116208
4,64,4096,1,34,116292,116292
4,64,4096,1,35,116208,116208
4,64,4096,1,36,116208,116208
4,64,4096,1,37,115958,115958
4,64,4096,1,38,116375,116375
4,64,4096,1,39,116166,116166
4,64,4096,1,40,116250,116250
4,64,4096,1,41,116250,116250
4,64,4096,1,42,116542,116542
4,64,4096,1,43,116208,116208
4,64,4096,1,44,115959,115959
4,64,4096,1,45,115875,115875
4,64,4096,1,46,116166,116166
4,64,4096,1,47,115959,115959
4,64,4096,1,48,116000,116000
4,64,4096,1,49,116083,116083
4,64,4096,1,50,116083,116083
4,64,4096,1,51,116000,116000
4,64,4096,1,52,116083,116083
4,64,4096,1,53,115958,115958
4,64,4096,1,54,116208,116208
4,64,4096,1,55,116083,116083
4,64,4096,1,56,116041,116041
4,64,4096,1,57,116125,116125
4,64,4096,1,58,116417,116417
4,64,4096,1,59,116375,116375
4,64,4096,1,60,116125,116125
4,64,4096,1,61,115750,115750
4,64,4096,1,62,115750,115750
4,64,4096,1,63,115750,115750
4,64,4096,1,64,115833,115833
4,64,4096,1,65,116000,116000
4,64,4096,1,66,116375,116375
4,64,4096,1,67,116167,116167
4,64,4096,1,68,116292,116292
4,64,4096,1,69,116042,116042
4,64,4096,1,70,116209,116209
4,64,4096,1,71,116167,116167
4,64,4096,1,72,115791,115791
4,64,4096,1,73,115958,115958
4,64,4096,1,74,115958,115958
4,64,4096,1,75,115708,115708
4,64,4096,1,76,115959,115959
4,64,4096,1,77,115708,115708
4,64,4096,1,78,115917,115917
4,64,4096,1,79,115750,115750
4,64,4096,1,80,115667,115667
4,64,4096,1,81,115375,115375
4,64,4096,1,82,116000,116000
4,64,4096,1,83,116042,116042
4,64,4096,1,84,115834,115834
4,64,4096,1,85,115875,115875
