# Experiment 02 Phase 4 — RAW SAMPLED LATENCIES, one row per sample.
# measured quantity = producer_ready -> consumer_received (std::chrono::steady_clock).
# It INCLUDES the producer's retry/backpressure wait, the queue's release/acquire
# synchronization, the payload copy and the consumer's empty-retry loop. It is NOT
# pure queue residence time, and it is NOT a per-call queue cost.
# queue=SpscSeparatedBaselineRingBuffer (separated cursors, baseline remote cursor loads, no remote-cursor cache)
# session=3 message_bytes=16 capacity=4096 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# Every distribution here is PER REPETITION. No repetition is pooled into another.
# latency_ticks is the RAW steady_clock duration count, unrounded. latency_ns is
# ticks * 1, an EXACT integer conversion (the build fails if the period does
# not divide into whole nanoseconds), so latency_ns is never a rounded latency.
# This file is written only after every thread has joined; nothing in the timed
# transfer performs I/O.
session,message_bytes,capacity,repetition,sample_index,latency_ticks,latency_ns
3,16,4096,1,0,8250,8250
3,16,4096,1,1,13792,13792
3,16,4096,1,2,12042,12042
3,16,4096,1,3,11542,11542
3,16,4096,1,4,7541,7541
3,16,4096,1,5,3458,3458
3,16,4096,1,6,125,125
3,16,4096,1,7,209,209
3,16,4096,1,8,3084,3084
3,16,4096,1,9,125,125
3,16,4096,1,10,16708,16708
3,16,4096,1,11,20000,20000
3,16,4096,1,12,20792,20792
3,16,4096,1,13,23750,23750
3,16,4096,1,14,29292,29292
3,16,4096,1,15,26458,26458
3,16,4096,1,16,24125,24125
3,16,4096,1,17,20709,20709
3,16,4096,1,18,16583,16583
3,16,4096,1,19,11833,11833
3,16,4096,1,20,14542,14542
3,16,4096,1,21,12542,12542
3,16,4096,1,22,8583,8583
3,16,4096,1,23,1625,1625
3,16,4096,1,24,12625,12625
3,16,4096,1,25,27542,27542
3,16,4096,1,26,23958,23958
3,16,4096,1,27,25208,25208
3,16,4096,1,28,28750,28750
3,16,4096,1,29,24750,24750
3,16,4096,1,30,42208,42208
3,16,4096,1,31,37917,37917
3,16,4096,1,32,41083,41083
3,16,4096,1,33,46042,46042
3,16,4096,1,34,41625,41625
3,16,4096,1,35,36042,36042
3,16,4096,1,36,39541,39541
3,16,4096,1,37,45208,45208
3,16,4096,1,38,43084,43084
3,16,4096,1,39,39291,39291
3,16,4096,1,40,41250,41250
3,16,4096,1,41,46458,46458
3,16,4096,1,42,42875,42875
3,16,4096,1,43,39834,39834
3,16,4096,1,44,43541,43541
3,16,4096,1,45,48584,48584
3,16,4096,1,46,46834,46834
3,16,4096,1,47,40750,40750
3,16,4096,1,48,43542,43542
3,16,4096,1,49,49416,49416
3,16,4096,1,50,48416,48416
3,16,4096,1,51,41375,41375
3,16,4096,1,52,38208,38208
