# Experiment 02 Phase 4 — RAW SAMPLED LATENCIES, one row per sample.
# measured quantity = producer_ready -> consumer_received (std::chrono::steady_clock).
# It INCLUDES the producer's retry/backpressure wait, the queue's release/acquire
# synchronization, the payload copy and the consumer's empty-retry loop. It is NOT
# pure queue residence time, and it is NOT a per-call queue cost.
# queue=SpscSeparatedBaselineRingBuffer (separated cursors, baseline remote cursor loads, no remote-cursor cache)
# session=3 message_bytes=32 capacity=1024 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# Every distribution here is PER REPETITION. No repetition is pooled into another.
# latency_ticks is the RAW steady_clock duration count, unrounded. latency_ns is
# ticks * 1, an EXACT integer conversion (the build fails if the period does
# not divide into whole nanoseconds), so latency_ns is never a rounded latency.
# This file is written only after every thread has joined; nothing in the timed
# transfer performs I/O.
session,message_bytes,capacity,repetition,sample_index,latency_ticks,latency_ns
3,32,1024,1,0,84,84
3,32,1024,1,1,125,125
3,32,1024,1,2,83,83
3,32,1024,1,3,125,125
3,32,1024,1,4,125,125
3,32,1024,1,5,83,83
3,32,1024,1,6,84,84
3,32,1024,1,7,83,83
3,32,1024,1,8,125,125
3,32,1024,1,9,125,125
3,32,1024,1,10,125,125
3,32,1024,1,11,83,83
3,32,1024,1,12,84,84
3,32,1024,1,13,125,125
3,32,1024,1,14,125,125
3,32,1024,1,15,125,125
3,32,1024,1,16,125,125
3,32,1024,1,17,83,83
3,32,1024,1,18,125,125
3,32,1024,1,19,83,83
3,32,1024,1,20,83,83
3,32,1024,1,21,125,125
3,32,1024,1,22,125,125
3,32,1024,1,23,83,83
3,32,1024,1,24,125,125
3,32,1024,1,25,83,83
3,32,1024,1,26,125,125
3,32,1024,1,27,83,83
3,32,1024,1,28,125,125
3,32,1024,1,29,125,125
3,32,1024,1,30,83,83
3,32,1024,1,31,83,83
3,32,1024,1,32,83,83
3,32,1024,1,33,83,83
3,32,1024,1,34,125,125
3,32,1024,1,35,83,83
3,32,1024,1,36,125,125
3,32,1024,1,37,84,84
3,32,1024,1,38,125,125
3,32,1024,1,39,83,83
3,32,1024,1,40,83,83
3,32,1024,1,41,83,83
3,32,1024,1,42,83,83
3,32,1024,1,43,84,84
3,32,1024,1,44,41,41
3,32,1024,1,45,83,83
3,32,1024,1,46,84,84
3,32,1024,1,47,125,125
3,32,1024,1,48,167,167
3,32,1024,1,49,83,83
3,32,1024,1,50,125,125
3,32,1024,1,51,84,84
3,32,1024,1,52,125,125
3,32,1024,1,53,83,83
3,32,1024,1,54,125,125
3,32,1024,1,55,84,84
3,32,1024,1,56,125,125
3,32,1024,1,57,84,84
3,32,1024,1,58,125,125
3,32,1024,1,59,84,84
3,32,1024,1,60,83,83
3,32,1024,1,61,83,83
3,32,1024,1,62,125,125
3,32,1024,1,63,125,125
3,32,1024,1,64,125,125
3,32,1024,1,65,84,84
3,32,1024,1,66,125,125
3,32,1024,1,67,83,83
3,32,1024,1,68,83,83
3,32,1024,1,69,83,83
3,32,1024,1,70,166,166
3,32,1024,1,71,125,125
3,32,1024,1,72,83,83
3,32,1024,1,73,125,125
3,32,1024,1,74,125,125
3,32,1024,1,75,125,125
3,32,1024,1,76,125,125
3,32,1024,1,77,84,84
3,32,1024,1,78,125,125
3,32,1024,1,79,125,125
3,32,1024,1,80,125,125
3,32,1024,1,81,41,41
3,32,1024,1,82,125,125
3,32,1024,1,83,84,84
3,32,1024,1,84,83,83
3,32,1024,1,85,83,83
3,32,1024,1,86,125,125
3,32,1024,1,87,83,83
3,32,1024,1,88,125,125
3,32,1024,1,89,84,84
3,32,1024,1,90,83,83
3,32,1024,1,91,125,125
3,32,1024,1,92,83,83
3,32,1024,1,93,83,83
3,32,1024,1,94,83,83
3,32,1024,1,95,84,84
3,32,1024,1,96,125,125
3,32,1024,1,97,84,84
3,32,1024,1,98,3208,3208
3,32,1024,1,99,125,125
3,32,1024,1,100,10125,10125
3,32,1024,1,101,10208,10208
3,32,1024,1,102,22792,22792
3,32,1024,1,103,21334,21334
3,32,1024,1,104,21833,21833
3,32,1024,1,105,18167,18167
3,32,1024,1,106,14000,14000
3,32,1024,1,107,14792,14792
3,32,1024,1,108,27875,27875
3,32,1024,1,109,26292,26292
3,32,1024,1,110,19791,19791
3,32,1024,1,111,26333,26333
3,32,1024,1,112,50625,50625
3,32,1024,1,113,43375,43375
3,32,1024,1,114,39125,39125
3,32,1024,1,115,34125,34125
3,32,1024,1,116,31792,31792
3,32,1024,1,117,24083,24083
3,32,1024,1,118,17917,17917
3,32,1024,1,119,12541,12541
3,32,1024,1,120,5334,5334
3,32,1024,1,121,167,167
3,32,1024,1,122,291,291
3,32,1024,1,123,166,166
3,32,1024,1,124,292,292
3,32,1024,1,125,125,125
3,32,1024,1,126,208,208
3,32,1024,1,127,125,125
3,32,1024,1,128,208,208
3,32,1024,1,129,167,167
3,32,1024,1,130,84,84
3,32,1024,1,131,84,84
3,32,1024,1,132,125,125
3,32,1024,1,133,83,83
3,32,1024,1,134,83,83
3,32,1024,1,135,125,125
3,32,1024,1,136,125,125
3,32,1024,1,137,84,84
3,32,1024,1,138,42,42
3,32,1024,1,139,83,83
3,32,1024,1,140,83,83
3,32,1024,1,141,84,84
3,32,1024,1,142,42,42
3,32,1024,1,143,83,83
3,32,1024,1,144,125,125
3,32,1024,1,145,84,84
3,32,1024,1,146,83,83
3,32,1024,1,147,83,83
3,32,1024,1,148,83,83
3,32,1024,1,149,83,83
3,32,1024,1,150,42,42
3,32,1024,1,151,84,84
3,32,1024,1,152,125,125
3,32,1024,1,153,83,83
3,32,1024,1,154,83,83
3,32,1024,1,155,125,125
3,32,1024,1,156,83,83
3,32,1024,1,157,125,125
3,32,1024,1,158,83,83
3,32,1024,1,159,125,125
3,32,1024,1,160,125,125
3,32,1024,1,161,83,83
3,32,1024,1,162,125,125
3,32,1024,1,163,125,125
3,32,1024,1,164,125,125
3,32,1024,1,165,42,42
3,32,1024,1,166,125,125
3,32,1024,1,167,83,83
3,32,1024,1,168,83,83
3,32,1024,1,169,84,84
3,32,1024,1,170,84,84
3,32,1024,1,171,84,84
3,32,1024,1,172,84,84
3,32,1024,1,173,125,125
3,32,1024,1,174,83,83
3,32,1024,1,175,84,84
3,32,1024,1,176,125,125
3,32,1024,1,177,125,125
3,32,1024,1,178,125,125
3,32,1024,1,179,125,125
3,32,1024,1,180,84,84
3,32,1024,1,181,83,83
3,32,1024,1,182,125,125
3,32,1024,1,183,125,125
3,32,1024,1,184,83,83
3,32,1024,1,185,84,84
3,32,1024,1,186,83,83
3,32,1024,1,187,125,125
3,32,1024,1,188,84,84
3,32,1024,1,189,84,84
3,32,1024,1,190,83,83
3,32,1024,1,191,84,84
3,32,1024,1,192,83,83
3,32,1024,1,193,83,83
3,32,1024,1,194,125,125
3,32,1024,1,195,83,83
3,32,1024,1,196,84,84
3,32,1024,1,197,125,125
3,32,1024,1,198,84,84
3,32,1024,1,199,125,125
3,32,1024,1,200,84,84
3,32,1024,1,201,83,83
3,32,1024,1,202,84,84
3,32,1024,1,203,84,84
3,32,1024,1,204,84,84
3,32,1024,1,205,83,83
3,32,1024,1,206,125,125
3,32,1024,1,207,83,83
3,32,1024,1,208,208,208
3,32,1024,1,209,84,84
3,32,1024,1,210,83,83
3,32,1024,1,211,125,125
3,32,1024,1,212,125,125
3,32,1024,1,213,84,84
3,32,1024,1,214,125,125
3,32,1024,1,215,125,125
3,32,1024,1,216,83,83
3,32,1024,1,217,84,84
3,32,1024,1,218,83,83
3,32,1024,1,219,84,84
3,32,1024,1,220,83,83
3,32,1024,1,221,83,83
3,32,1024,1,222,125,125
3,32,1024,1,223,125,125
3,32,1024,1,224,125,125
3,32,1024,1,225,83,83
3,32,1024,1,226,84,84
3,32,1024,1,227,83,83
3,32,1024,1,228,84,84
3,32,1024,1,229,84,84
3,32,1024,1,230,125,125
3,32,1024,1,231,83,83
3,32,1024,1,232,83,83
3,32,1024,1,233,42,42
3,32,1024,1,234,125,125
3,32,1024,1,235,84,84
3,32,1024,1,236,83,83
3,32,1024,1,237,83,83
3,32,1024,1,238,84,84
3,32,1024,1,239,125,125
3,32,1024,1,240,125,125
3,32,1024,1,241,84,84
3,32,1024,1,242,125,125
3,32,1024,1,243,83,83
3,32,1024,1,244,167,167
3,32,1024,1,245,125,125
3,32,1024,1,246,125,125
3,32,1024,1,247,125,125
3,32,1024,1,248,125,125
3,32,1024,1,249,84,84
3,32,1024,1,250,167,167
3,32,1024,1,251,125,125
3,32,1024,1,252,10459,10459
3,32,1024,1,253,2792,2792
3,32,1024,1,254,18708,18708
3,32,1024,1,255,14250,14250
3,32,1024,1,256,375,375
3,32,1024,1,257,167,167
3,32,1024,1,258,375,375
3,32,1024,1,259,166,166
3,32,1024,1,260,250,250
3,32,1024,1,261,167,167
3,32,1024,1,262,333,333
3,32,1024,1,263,333,333
3,32,1024,1,264,333,333
3,32,1024,1,265,166,166
3,32,1024,1,266,292,292
3,32,1024,1,267,250,250
3,32,1024,1,268,292,292
3,32,1024,1,269,125,125
3,32,1024,1,270,250,250
3,32,1024,1,271,125,125
3,32,1024,1,272,208,208
3,32,1024,1,273,125,125
3,32,1024,1,274,209,209
3,32,1024,1,275,166,166
3,32,1024,1,276,667,667
3,32,1024,1,277,167,167
3,32,1024,1,278,250,250
3,32,1024,1,279,167,167
3,32,1024,1,280,250,250
3,32,1024,1,281,334,334
3,32,1024,1,282,208,208
3,32,1024,1,283,125,125
3,32,1024,1,284,292,292
3,32,1024,1,285,167,167
3,32,1024,1,286,334,334
3,32,1024,1,287,166,166
3,32,1024,1,288,208,208
3,32,1024,1,289,166,166
3,32,1024,1,290,250,250
3,32,1024,1,291,291,291
3,32,1024,1,292,208,208
3,32,1024,1,293,208,208
3,32,1024,1,294,2041,2041
3,32,1024,1,295,333,333
3,32,1024,1,296,250,250
3,32,1024,1,297,250,250
3,32,1024,1,298,208,208
3,32,1024,1,299,167,167
3,32,1024,1,300,333,333
3,32,1024,1,301,125,125
3,32,1024,1,302,291,291
3,32,1024,1,303,167,167
3,32,1024,1,304,208,208
3,32,1024,1,305,167,167
3,32,1024,1,306,250,250
3,32,1024,1,307,167,167
3,32,1024,1,308,417,417
3,32,1024,1,309,208,208
3,32,1024,1,310,708,708
3,32,1024,1,311,167,167
3,32,1024,1,312,375,375
3,32,1024,1,313,167,167
3,32,1024,1,314,333,333
3,32,1024,1,315,209,209
3,32,1024,1,316,292,292
3,32,1024,1,317,167,167
3,32,1024,1,318,333,333
3,32,1024,1,319,250,250
3,32,1024,1,320,416,416
3,32,1024,1,321,250,250
3,32,1024,1,322,333,333
3,32,1024,1,323,292,292
3,32,1024,1,324,208,208
3,32,1024,1,325,166,166
3,32,1024,1,326,291,291
3,32,1024,1,327,166,166
3,32,1024,1,328,292,292
3,32,1024,1,329,167,167
3,32,1024,1,330,292,292
3,32,1024,1,331,167,167
3,32,1024,1,332,375,375
3,32,1024,1,333,167,167
3,32,1024,1,334,333,333
3,32,1024,1,335,334,334
3,32,1024,1,336,333,333
3,32,1024,1,337,167,167
3,32,1024,1,338,416,416
3,32,1024,1,339,125,125
3,32,1024,1,340,292,292
3,32,1024,1,341,167,167
3,32,1024,1,342,292,292
3,32,1024,1,343,167,167
3,32,1024,1,344,292,292
3,32,1024,1,345,167,167
3,32,1024,1,346,333,333
3,32,1024,1,347,166,166
3,32,1024,1,348,250,250
3,32,1024,1,349,167,167
3,32,1024,1,350,209,209
3,32,1024,1,351,166,166
3,32,1024,1,352,333,333
3,32,1024,1,353,167,167
3,32,1024,1,354,125,125
3,32,1024,1,355,84,84
3,32,1024,1,356,125,125
3,32,1024,1,357,83,83
3,32,1024,1,358,84,84
3,32,1024,1,359,83,83
3,32,1024,1,360,125,125
3,32,1024,1,361,125,125
3,32,1024,1,362,84,84
3,32,1024,1,363,83,83
3,32,1024,1,364,84,84
3,32,1024,1,365,83,83
3,32,1024,1,366,125,125
3,32,1024,1,367,83,83
3,32,1024,1,368,125,125
3,32,1024,1,369,83,83
3,32,1024,1,370,125,125
3,32,1024,1,371,83,83
3,32,1024,1,372,125,125
3,32,1024,1,373,83,83
3,32,1024,1,374,41,41
3,32,1024,1,375,2541,2541
3,32,1024,1,376,125,125
3,32,1024,1,377,125,125
3,32,1024,1,378,125,125
3,32,1024,1,379,125,125
3,32,1024,1,380,42,42
3,32,1024,1,381,83,83
3,32,1024,1,382,125,125
