# Experiment 02 Phase 4 — RAW SAMPLED LATENCIES, one row per sample.
# measured quantity = producer_ready -> consumer_received (std::chrono::steady_clock).
# It INCLUDES the producer's retry/backpressure wait, the queue's release/acquire
# synchronization, the payload copy and the consumer's empty-retry loop. It is NOT
# pure queue residence time, and it is NOT a per-call queue cost.
# queue=SpscSeparatedBaselineRingBuffer (separated cursors, baseline remote cursor loads, no remote-cursor cache)
# session=2 message_bytes=64 capacity=1024 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# Every distribution here is PER REPETITION. No repetition is pooled into another.
# latency_ticks is the RAW steady_clock duration count, unrounded. latency_ns is
# ticks * 1, an EXACT integer conversion (the build fails if the period does
# not divide into whole nanoseconds), so latency_ns is never a rounded latency.
# This file is written only after every thread has joined; nothing in the timed
# transfer performs I/O.
session,message_bytes,capacity,repetition,sample_index,latency_ticks,latency_ns
2,64,1024,1,0,31750,31750
2,64,1024,1,1,30750,30750
2,64,1024,1,2,31875,31875
2,64,1024,1,3,31666,31666
2,64,1024,1,4,31833,31833
2,64,1024,1,5,31917,31917
2,64,1024,1,6,31291,31291
2,64,1024,1,7,30792,30792
2,64,1024,1,8,31959,31959
2,64,1024,1,9,31875,31875
2,64,1024,1,10,32167,32167
2,64,1024,1,11,32125,32125
2,64,1024,1,12,32250,32250
2,64,1024,1,13,31875,31875
2,64,1024,1,14,32458,32458
2,64,1024,1,15,32000,32000
2,64,1024,1,16,75292,75292
2,64,1024,1,17,79375,79375
2,64,1024,1,18,76792,76792
2,64,1024,1,19,76583,76583
2,64,1024,1,20,75167,75167
2,64,1024,1,21,74458,74458
2,64,1024,1,22,74875,74875
2,64,1024,1,23,76500,76500
2,64,1024,1,24,74834,74834
2,64,1024,1,25,74166,74166
2,64,1024,1,26,78833,78833
2,64,1024,1,27,75792,75792
2,64,1024,1,28,79292,79292
2,64,1024,1,29,77917,77917
2,64,1024,1,30,75959,75959
2,64,1024,1,31,75334,75334
2,64,1024,1,32,78458,78458
2,64,1024,1,33,76041,76041
2,64,1024,1,34,76625,76625
2,64,1024,1,35,83292,83292
2,64,1024,1,36,78000,78000
2,64,1024,1,37,76792,76792
2,64,1024,1,38,77375,77375
2,64,1024,1,39,77458,77458
2,64,1024,1,40,76833,76833
2,64,1024,1,41,76417,76417
2,64,1024,1,42,76375,76375
2,64,1024,1,43,75542,75542
2,64,1024,1,44,86208,86208
2,64,1024,1,45,81667,81667
2,64,1024,1,46,85375,85375
2,64,1024,1,47,77958,77958
2,64,1024,1,48,76791,76791
2,64,1024,1,49,77750,77750
2,64,1024,1,50,77792,77792
2,64,1024,1,51,76417,76417
2,64,1024,1,52,76000,76000
2,64,1024,1,53,76542,76542
2,64,1024,1,54,77416,77416
2,64,1024,1,55,75750,75750
2,64,1024,1,56,76917,76917
2,64,1024,1,57,34042,34042
2,64,1024,1,58,16583,16583
2,64,1024,1,59,16750,16750
2,64,1024,1,60,14583,14583
2,64,1024,1,61,7417,7417
2,64,1024,1,62,83,83
2,64,1024,1,63,83,83
2,64,1024,1,64,83,83
2,64,1024,1,65,583,583
2,64,1024,1,66,83,83
2,64,1024,1,67,84,84
2,64,1024,1,68,6209,6209
2,64,1024,1,69,500,500
2,64,1024,1,70,3958,3958
2,64,1024,1,71,83,83
2,64,1024,1,72,125,125
2,64,1024,1,73,83,83
2,64,1024,1,74,83,83
2,64,1024,1,75,83,83
2,64,1024,1,76,500,500
2,64,1024,1,77,125,125
2,64,1024,1,78,125,125
2,64,1024,1,79,209,209
2,64,1024,1,80,83,83
2,64,1024,1,81,84,84
2,64,1024,1,82,125,125
2,64,1024,1,83,84,84
2,64,1024,1,84,125,125
2,64,1024,1,85,83,83
2,64,1024,1,86,83,83
2,64,1024,1,87,583,583
2,64,1024,1,88,84,84
2,64,1024,1,89,84,84
2,64,1024,1,90,83,83
2,64,1024,1,91,83,83
2,64,1024,1,92,83,83
2,64,1024,1,93,125,125
2,64,1024,1,94,83,83
2,64,1024,1,95,84,84
2,64,1024,1,96,84,84
2,64,1024,1,97,209,209
2,64,1024,1,98,125,125
2,64,1024,1,99,83,83
2,64,1024,1,100,125,125
2,64,1024,1,101,83,83
2,64,1024,1,102,83,83
2,64,1024,1,103,125,125
2,64,1024,1,104,83,83
2,64,1024,1,105,125,125
2,64,1024,1,106,250,250
2,64,1024,1,107,83,83
2,64,1024,1,108,417,417
2,64,1024,1,109,125,125
2,64,1024,1,110,83,83
2,64,1024,1,111,83,83
2,64,1024,1,112,125,125
2,64,1024,1,113,83,83
2,64,1024,1,114,375,375
2,64,1024,1,115,1084,1084
2,64,1024,1,116,125,125
2,64,1024,1,117,125,125
2,64,1024,1,118,83,83
2,64,1024,1,119,83,83
2,64,1024,1,120,292,292
2,64,1024,1,121,13833,13833
2,64,1024,1,122,83,83
2,64,1024,1,123,125,125
2,64,1024,1,124,83,83
2,64,1024,1,125,84,84
2,64,1024,1,126,83,83
2,64,1024,1,127,84,84
2,64,1024,1,128,83,83
2,64,1024,1,129,83,83
2,64,1024,1,130,83,83
2,64,1024,1,131,84,84
2,64,1024,1,132,84,84
2,64,1024,1,133,83,83
2,64,1024,1,134,83,83
2,64,1024,1,135,83,83
2,64,1024,1,136,83,83
2,64,1024,1,137,83,83
2,64,1024,1,138,83,83
2,64,1024,1,139,84,84
2,64,1024,1,140,83,83
2,64,1024,1,141,125,125
2,64,1024,1,142,83,83
2,64,1024,1,143,84,84
2,64,1024,1,144,84,84
2,64,1024,1,145,83,83
2,64,1024,1,146,125,125
2,64,1024,1,147,83,83
2,64,1024,1,148,84,84
2,64,1024,1,149,83,83
2,64,1024,1,150,84,84
2,64,1024,1,151,83,83
2,64,1024,1,152,83,83
2,64,1024,1,153,83,83
2,64,1024,1,154,250,250
2,64,1024,1,155,84,84
2,64,1024,1,156,125,125
2,64,1024,1,157,83,83
2,64,1024,1,158,83,83
2,64,1024,1,159,83,83
2,64,1024,1,160,83,83
2,64,1024,1,161,84,84
2,64,1024,1,162,83,83
2,64,1024,1,163,83,83
2,64,1024,1,164,83,83
2,64,1024,1,165,83,83
2,64,1024,1,166,83,83
2,64,1024,1,167,84,84
2,64,1024,1,168,84,84
2,64,1024,1,169,84,84
