# Experiment 02 Phase 4 — RAW SAMPLED LATENCIES, one row per sample.
# measured quantity = producer_ready -> consumer_received (std::chrono::steady_clock).
# It INCLUDES the producer's retry/backpressure wait, the queue's release/acquire
# synchronization, the payload copy and the consumer's empty-retry loop. It is NOT
# pure queue residence time, and it is NOT a per-call queue cost.
# queue=SpscSeparatedBaselineRingBuffer (separated cursors, baseline remote cursor loads, no remote-cursor cache)
# session=2 message_bytes=32 capacity=65536 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# Every distribution here is PER REPETITION. No repetition is pooled into another.
# latency_ticks is the RAW steady_clock duration count, unrounded. latency_ns is
# ticks * 1, an EXACT integer conversion (the build fails if the period does
# not divide into whole nanoseconds), so latency_ns is never a rounded latency.
# This file is written only after every thread has joined; nothing in the timed
# transfer performs I/O.
session,message_bytes,capacity,repetition,sample_index,latency_ticks,latency_ns
2,32,65536,1,0,125,125
2,32,65536,1,1,125,125
2,32,65536,1,2,84,84
2,32,65536,1,3,83,83
2,32,65536,1,4,125,125
2,32,65536,1,5,125,125
2,32,65536,1,6,208,208
2,32,65536,1,7,125,125
2,32,65536,1,8,125,125
2,32,65536,1,9,83,83
2,32,65536,1,10,84,84
2,32,65536,1,11,83,83
2,32,65536,1,12,83,83
2,32,65536,1,13,125,125
2,32,65536,1,14,125,125
2,32,65536,1,15,83,83
2,32,65536,1,16,125,125
2,32,65536,1,17,84,84
2,32,65536,1,18,125,125
2,32,65536,1,19,83,83
2,32,65536,1,20,125,125
2,32,65536,1,21,166,166
2,32,65536,1,22,125,125
2,32,65536,1,23,125,125
2,32,65536,1,24,125,125
2,32,65536,1,25,84,84
2,32,65536,1,26,125,125
2,32,65536,1,27,83,83
2,32,65536,1,28,84,84
2,32,65536,1,29,125,125
2,32,65536,1,30,125,125
2,32,65536,1,31,125,125
2,32,65536,1,32,125,125
2,32,65536,1,33,125,125
2,32,65536,1,34,84,84
2,32,65536,1,35,83,83
2,32,65536,1,36,84,84
2,32,65536,1,37,84,84
2,32,65536,1,38,83,83
2,32,65536,1,39,125,125
2,32,65536,1,40,84,84
2,32,65536,1,41,83,83
2,32,65536,1,42,209,209
2,32,65536,1,43,83,83
2,32,65536,1,44,83,83
2,32,65536,1,45,125,125
2,32,65536,1,46,83,83
2,32,65536,1,47,84,84
2,32,65536,1,48,167,167
2,32,65536,1,49,83,83
2,32,65536,1,50,125,125
2,32,65536,1,51,125,125
2,32,65536,1,52,125,125
2,32,65536,1,53,125,125
2,32,65536,1,54,125,125
2,32,65536,1,55,125,125
2,32,65536,1,56,125,125
2,32,65536,1,57,125,125
2,32,65536,1,58,83,83
2,32,65536,1,59,125,125
2,32,65536,1,60,125,125
2,32,65536,1,61,84,84
2,32,65536,1,62,125,125
2,32,65536,1,63,125,125
2,32,65536,1,64,125,125
2,32,65536,1,65,125,125
2,32,65536,1,66,125,125
2,32,65536,1,67,125,125
2,32,65536,1,68,84,84
2,32,65536,1,69,125,125
2,32,65536,1,70,125,125
2,32,65536,1,71,125,125
2,32,65536,1,72,125,125
2,32,65536,1,73,125,125
2,32,65536,1,74,83,83
2,32,65536,1,75,125,125
2,32,65536,1,76,125,125
2,32,65536,1,77,125,125
2,32,65536,1,78,83,83
2,32,65536,1,79,125,125
2,32,65536,1,80,125,125
2,32,65536,1,81,125,125
2,32,65536,1,82,84,84
2,32,65536,1,83,83,83
2,32,65536,1,84,125,125
2,32,65536,1,85,125,125
2,32,65536,1,86,125,125
2,32,65536,1,87,125,125
2,32,65536,1,88,125,125
2,32,65536,1,89,84,84
2,32,65536,1,90,125,125
2,32,65536,1,91,84,84
2,32,65536,1,92,83,83
2,32,65536,1,93,83,83
2,32,65536,1,94,83,83
2,32,65536,1,95,125,125
2,32,65536,1,96,84,84
2,32,65536,1,97,83,83
2,32,65536,1,98,125,125
2,32,65536,1,99,83,83
2,32,65536,1,100,125,125
2,32,65536,1,101,125,125
2,32,65536,1,102,125,125
2,32,65536,1,103,84,84
2,32,65536,1,104,125,125
2,32,65536,1,105,125,125
2,32,65536,1,106,125,125
2,32,65536,1,107,125,125
2,32,65536,1,108,125,125
2,32,65536,1,109,83,83
2,32,65536,1,110,125,125
2,32,65536,1,111,83,83
2,32,65536,1,112,125,125
2,32,65536,1,113,125,125
2,32,65536,1,114,125,125
2,32,65536,1,115,84,84
2,32,65536,1,116,125,125
2,32,65536,1,117,125,125
2,32,65536,1,118,125,125
2,32,65536,1,119,83,83
2,32,65536,1,120,125,125
2,32,65536,1,121,125,125
2,32,65536,1,122,125,125
2,32,65536,1,123,125,125
2,32,65536,1,124,83,83
2,32,65536,1,125,84,84
2,32,65536,1,126,125,125
2,32,65536,1,127,125,125
2,32,65536,1,128,125,125
2,32,65536,1,129,125,125
2,32,65536,1,130,125,125
2,32,65536,1,131,84,84
2,32,65536,1,132,83,83
2,32,65536,1,133,83,83
2,32,65536,1,134,125,125
2,32,65536,1,135,84,84
2,32,65536,1,136,125,125
2,32,65536,1,137,83,83
2,32,65536,1,138,125,125
2,32,65536,1,139,84,84
2,32,65536,1,140,125,125
2,32,65536,1,141,83,83
2,32,65536,1,142,125,125
2,32,65536,1,143,83,83
2,32,65536,1,144,125,125
2,32,65536,1,145,125,125
2,32,65536,1,146,125,125
2,32,65536,1,147,125,125
2,32,65536,1,148,125,125
2,32,65536,1,149,125,125
2,32,65536,1,150,83,83
2,32,65536,1,151,125,125
2,32,65536,1,152,83,83
2,32,65536,1,153,84,84
2,32,65536,1,154,125,125
2,32,65536,1,155,83,83
2,32,65536,1,156,125,125
2,32,65536,1,157,125,125
2,32,65536,1,158,125,125
2,32,65536,1,159,83,83
2,32,65536,1,160,125,125
2,32,65536,1,161,125,125
2,32,65536,1,162,125,125
2,32,65536,1,163,83,83
2,32,65536,1,164,83,83
2,32,65536,1,165,83,83
2,32,65536,1,166,208,208
2,32,65536,1,167,125,125
2,32,65536,1,168,125,125
2,32,65536,1,169,83,83
2,32,65536,1,170,84,84
2,32,65536,1,171,125,125
2,32,65536,1,172,125,125
2,32,65536,1,173,125,125
2,32,65536,1,174,125,125
2,32,65536,1,175,125,125
2,32,65536,1,176,125,125
2,32,65536,1,177,125,125
2,32,65536,1,178,83,83
2,32,65536,1,179,125,125
2,32,65536,1,180,84,84
2,32,65536,1,181,125,125
2,32,65536,1,182,125,125
2,32,65536,1,183,375,375
2,32,65536,1,184,125,125
2,32,65536,1,185,84,84
2,32,65536,1,186,125,125
2,32,65536,1,187,125,125
2,32,65536,1,188,125,125
2,32,65536,1,189,167,167
2,32,65536,1,190,125,125
2,32,65536,1,191,125,125
2,32,65536,1,192,125,125
2,32,65536,1,193,209,209
2,32,65536,1,194,125,125
2,32,65536,1,195,4542,4542
2,32,65536,1,196,83,83
2,32,65536,1,197,125,125
2,32,65536,1,198,125,125
2,32,65536,1,199,125,125
2,32,65536,1,200,125,125
2,32,65536,1,201,125,125
2,32,65536,1,202,125,125
2,32,65536,1,203,125,125
2,32,65536,1,204,83,83
2,32,65536,1,205,7833,7833
2,32,65536,1,206,125,125
2,32,65536,1,207,166,166
2,32,65536,1,208,125,125
2,32,65536,1,209,125,125
2,32,65536,1,210,125,125
2,32,65536,1,211,125,125
2,32,65536,1,212,84,84
2,32,65536,1,213,83,83
2,32,65536,1,214,125,125
2,32,65536,1,215,125,125
2,32,65536,1,216,125,125
2,32,65536,1,217,125,125
2,32,65536,1,218,83,83
2,32,65536,1,219,125,125
2,32,65536,1,220,125,125
2,32,65536,1,221,125,125
2,32,65536,1,222,84,84
2,32,65536,1,223,125,125
2,32,65536,1,224,125,125
2,32,65536,1,225,84,84
2,32,65536,1,226,125,125
2,32,65536,1,227,83,83
2,32,65536,1,228,84,84
2,32,65536,1,229,125,125
2,32,65536,1,230,125,125
2,32,65536,1,231,125,125
2,32,65536,1,232,125,125
2,32,65536,1,233,125,125
2,32,65536,1,234,125,125
2,32,65536,1,235,83,83
2,32,65536,1,236,83,83
2,32,65536,1,237,125,125
2,32,65536,1,238,125,125
2,32,65536,1,239,125,125
2,32,65536,1,240,125,125
2,32,65536,1,241,125,125
2,32,65536,1,242,125,125
2,32,65536,1,243,125,125
2,32,65536,1,244,84,84
2,32,65536,1,245,125,125
2,32,65536,1,246,125,125
2,32,65536,1,247,167,167
2,32,65536,1,248,125,125
2,32,65536,1,249,125,125
2,32,65536,1,250,125,125
2,32,65536,1,251,125,125
2,32,65536,1,252,125,125
2,32,65536,1,253,125,125
2,32,65536,1,254,125,125
2,32,65536,1,255,84,84
2,32,65536,1,256,125,125
2,32,65536,1,257,83,83
2,32,65536,1,258,125,125
2,32,65536,1,259,125,125
2,32,65536,1,260,125,125
2,32,65536,1,261,125,125
2,32,65536,1,262,125,125
2,32,65536,1,263,125,125
2,32,65536,1,264,84,84
2,32,65536,1,265,125,125
2,32,65536,1,266,125,125
2,32,65536,1,267,209,209
2,32,65536,1,268,125,125
2,32,65536,1,269,125,125
2,32,65536,1,270,583,583
2,32,65536,1,271,83,83
2,32,65536,1,272,125,125
2,32,65536,1,273,125,125
2,32,65536,1,274,125,125
2,32,65536,1,275,167,167
2,32,65536,1,276,125,125
2,32,65536,1,277,125,125
2,32,65536,1,278,83,83
2,32,65536,1,279,167,167
2,32,65536,1,280,125,125
2,32,65536,1,281,125,125
2,32,65536,1,282,83,83
2,32,65536,1,283,83,83
2,32,65536,1,284,125,125
2,32,65536,1,285,125,125
2,32,65536,1,286,125,125
2,32,65536,1,287,125,125
2,32,65536,1,288,167,167
2,32,65536,1,289,125,125
2,32,65536,1,290,125,125
2,32,65536,1,291,125,125
2,32,65536,1,292,83,83
2,32,65536,1,293,125,125
2,32,65536,1,294,125,125
2,32,65536,1,295,125,125
2,32,65536,1,296,83,83
2,32,65536,1,297,83,83
2,32,65536,1,298,125,125
2,32,65536,1,299,125,125
2,32,65536,1,300,125,125
2,32,65536,1,301,125,125
2,32,65536,1,302,125,125
2,32,65536,1,303,125,125
2,32,65536,1,304,83,83
2,32,65536,1,305,83,83
2,32,65536,1,306,209,209
2,32,65536,1,307,125,125
2,32,65536,1,308,125,125
2,32,65536,1,309,83,83
2,32,65536,1,310,125,125
2,32,65536,1,311,125,125
2,32,65536,1,312,125,125
2,32,65536,1,313,125,125
2,32,65536,1,314,125,125
2,32,65536,1,315,125,125
2,32,65536,1,316,125,125
2,32,65536,1,317,83,83
2,32,65536,1,318,125,125
2,32,65536,1,319,3333,3333
2,32,65536,1,320,83,83
2,32,65536,1,321,83,83
2,32,65536,1,322,125,125
2,32,65536,1,323,125,125
2,32,65536,1,324,83,83
2,32,65536,1,325,125,125
2,32,65536,1,326,83,83
2,32,65536,1,327,416,416
2,32,65536,1,328,125,125
2,32,65536,1,329,125,125
2,32,65536,1,330,125,125
2,32,65536,1,331,125,125
2,32,65536,1,332,125,125
2,32,65536,1,333,125,125
2,32,65536,1,334,83,83
