# Experiment 02 Phase 4 — RAW SAMPLED LATENCIES, one row per sample.
# measured quantity = producer_ready -> consumer_received (std::chrono::steady_clock).
# It INCLUDES the producer's retry/backpressure wait, the queue's release/acquire
# synchronization, the payload copy and the consumer's empty-retry loop. It is NOT
# pure queue residence time, and it is NOT a per-call queue cost.
# queue=SpscSeparatedBaselineRingBuffer (separated cursors, baseline remote cursor loads, no remote-cursor cache)
# session=4 message_bytes=32 capacity=1024 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# Every distribution here is PER REPETITION. No repetition is pooled into another.
# latency_ticks is the RAW steady_clock duration count, unrounded. latency_ns is
# ticks * 1, an EXACT integer conversion (the build fails if the period does
# not divide into whole nanoseconds), so latency_ns is never a rounded latency.
# This file is written only after every thread has joined; nothing in the timed
# transfer performs I/O.
session,message_bytes,capacity,repetition,sample_index,latency_ticks,latency_ns
4,32,1024,1,0,83,83
4,32,1024,1,1,125,125
4,32,1024,1,2,83,83
4,32,1024,1,3,83,83
4,32,1024,1,4,83,83
4,32,1024,1,5,83,83
4,32,1024,1,6,83,83
4,32,1024,1,7,125,125
4,32,1024,1,8,42,42
4,32,1024,1,9,83,83
4,32,1024,1,10,125,125
4,32,1024,1,11,125,125
4,32,1024,1,12,83,83
4,32,1024,1,13,83,83
4,32,1024,1,14,84,84
4,32,1024,1,15,84,84
4,32,1024,1,16,42,42
4,32,1024,1,17,125,125
4,32,1024,1,18,84,84
4,32,1024,1,19,125,125
4,32,1024,1,20,83,83
4,32,1024,1,21,125,125
4,32,1024,1,22,125,125
4,32,1024,1,23,83,83
4,32,1024,1,24,83,83
4,32,1024,1,25,83,83
4,32,1024,1,26,125,125
4,32,1024,1,27,84,84
4,32,1024,1,28,83,83
4,32,1024,1,29,83,83
4,32,1024,1,30,125,125
4,32,1024,1,31,84,84
4,32,1024,1,32,125,125
4,32,1024,1,33,84,84
4,32,1024,1,34,333,333
4,32,1024,1,35,1916,1916
4,32,1024,1,36,6917,6917
4,32,1024,1,37,458,458
4,32,1024,1,38,750,750
4,32,1024,1,39,125,125
4,32,1024,1,40,209,209
4,32,1024,1,41,167,167
4,32,1024,1,42,250,250
4,32,1024,1,43,333,333
4,32,1024,1,44,1542,1542
4,32,1024,1,45,125,125
4,32,1024,1,46,208,208
4,32,1024,1,47,83,83
4,32,1024,1,48,83,83
4,32,1024,1,49,84,84
4,32,1024,1,50,125,125
4,32,1024,1,51,83,83
4,32,1024,1,52,125,125
4,32,1024,1,53,83,83
4,32,1024,1,54,125,125
4,32,1024,1,55,83,83
4,32,1024,1,56,125,125
4,32,1024,1,57,125,125
4,32,1024,1,58,83,83
4,32,1024,1,59,83,83
4,32,1024,1,60,83,83
4,32,1024,1,61,3958,3958
4,32,1024,1,62,166,166
4,32,1024,1,63,125,125
4,32,1024,1,64,167,167
4,32,1024,1,65,83,83
4,32,1024,1,66,125,125
4,32,1024,1,67,83,83
4,32,1024,1,68,84,84
4,32,1024,1,69,83,83
4,32,1024,1,70,83,83
4,32,1024,1,71,84,84
4,32,1024,1,72,42,42
4,32,1024,1,73,83,83
4,32,1024,1,74,125,125
4,32,1024,1,75,83,83
4,32,1024,1,76,84,84
4,32,1024,1,77,83,83
4,32,1024,1,78,83,83
4,32,1024,1,79,84,84
4,32,1024,1,80,83,83
4,32,1024,1,81,83,83
4,32,1024,1,82,41,41
4,32,1024,1,83,83,83
4,32,1024,1,84,83,83
4,32,1024,1,85,125,125
4,32,1024,1,86,83,83
4,32,1024,1,87,84,84
4,32,1024,1,88,125,125
4,32,1024,1,89,84,84
4,32,1024,1,90,125,125
4,32,1024,1,91,6208,6208
4,32,1024,1,92,12292,12292
4,32,1024,1,93,26500,26500
4,32,1024,1,94,23250,23250
4,32,1024,1,95,14042,14042
4,32,1024,1,96,6833,6833
4,32,1024,1,97,125,125
4,32,1024,1,98,167,167
4,32,1024,1,99,5958,5958
4,32,1024,1,100,84,84
4,32,1024,1,101,125,125
4,32,1024,1,102,83,83
4,32,1024,1,103,125,125
4,32,1024,1,104,125,125
4,32,1024,1,105,83,83
4,32,1024,1,106,125,125
4,32,1024,1,107,125,125
4,32,1024,1,108,125,125
4,32,1024,1,109,83,83
4,32,1024,1,110,83,83
4,32,1024,1,111,125,125
4,32,1024,1,112,125,125
4,32,1024,1,113,125,125
4,32,1024,1,114,84,84
4,32,1024,1,115,83,83
4,32,1024,1,116,83,83
4,32,1024,1,117,125,125
4,32,1024,1,118,125,125
4,32,1024,1,119,125,125
4,32,1024,1,120,43500,43500
4,32,1024,1,121,37166,37166
4,32,1024,1,122,1041,1041
4,32,1024,1,123,3083,3083
4,32,1024,1,124,7125,7125
